age,NumberOfDependents,MonthlyIncome,DebtRatio,NumberOfOpenCreditLinesAndLoans,NumberRealEstateLoansOrLines,RevolvingUtilizationOfUnsecuredLines,NumberOfTime30-59DaysPastDueNotWorse,NumberOfTime60-89DaysPastDueNotWorse,NumberOfTimes90DaysLate,imputed_income
59,0.0,4571.0,0.072834646,7,0,0.570791241,0,0,0,0.0
41,1.0,5437.0,0.21500827662313776,4,1,0.061330413,0,0,0,1.0
38,0.0,5437.0,0.23266507265035866,11,1,0.018280679,0,0,0,1.0
58,0.0,1.0,2.4702802109800093,14,2,0.001124761,0,0,0,0.0
34,2.0,5250.0,0.640830318,4,2,0.9999999,0,0,0,0.0
56,0.0,4500.0,0.162186181,2,1,0.047165094,0,0,0,0.0
51,2.0,15100.0,0.595854579,13,4,0.15784313,0,0,0,0.0
30,0.0,3000.0,0.466844385,4,1,0.0,0,0,0,0.0
58,1.0,7666.0,0.247945741,7,3,0.0,0,0,0,0.0
53,1.0,14000.0,0.207270909,4,1,0.9999999,0,0,0,0.0
61,0.0,5437.0,0.4239470296119183,23,0,0.919774967,0,0,0,1.0
65,0.0,13716.0,0.460231829,18,2,0.235858927,1,1,0,0.0
38,0.0,4468.0,0.226672634,9,0,0.36565384,0,0,0,0.0
54,1.0,5666.0,0.057878948,6,0,0.111291507,0,0,0,0.0
68,0.0,2833.0,0.59738885,21,1,0.213315351,0,0,0,0.0
26,0.0,1800.0,0.207107163,4,0,0.297421247,0,0,0,0.0
29,0.0,4697.0,0.646658152,6,2,0.110760711,0,0,0,0.0
51,0.0,5129.0,0.562962963,16,1,0.006906979,0,0,0,0.0
28,0.0,8000.0,0.091113611,2,0,0.9999999,0,0,0,0.0
27,0.0,1.0,0.0,1,0,0.9999999,0,0,0,0.0
28,0.0,4583.0,0.27399651,10,1,0.066741657,0,0,0,0.0
47,2.0,8749.0,0.161828571,5,1,0.000679973,0,0,0,0.0
52,0.0,5437.0,0.47323891852124333,14,2,0.152766792,0,0,0,1.0
48,0.0,8416.0,0.056433409,2,0,0.471444302,0,0,0,0.0
42,2.0,15439.0,1.968976684,15,2,0.011419438,0,0,0,0.0
53,1.0,14363.0,0.371553885,12,2,0.774714038,0,0,0,0.0
46,0.0,6000.0,0.091151475,9,0,0.017059055,0,0,0,0.0
55,0.0,5000.0,0.336132773,22,2,0.001081365,0,0,0,0.0
43,0.0,3448.0,0.499275152,9,1,0.416514034,0,0,0,0.0
58,0.0,10250.0,0.154423959,21,2,0.161071845,0,0,0,0.0
67,0.0,9500.0,0.154615304,7,1,0.044459111,1,0,0,0.0
66,1.0,17583.0,0.246587807,12,2,0.0,0,0,0,0.0
51,3.0,8613.0,0.659507778,8,2,0.329562165,0,0,0,0.0
46,3.0,6473.0,0.568273092,9,1,0.041803005,0,0,0,0.0
42,2.0,9333.0,0.417934433,4,2,0.082909758,0,0,0,0.0
55,0.0,10070.0,0.160857909,8,1,0.006624908,0,0,0,0.0
54,2.0,2500.0,0.546581367,12,1,0.614816103,0,0,0,0.0
61,0.0,5437.0,0.24241309545705353,4,1,0.9999999,0,0,0,1.0
42,1.0,9466.0,0.483257632,22,2,0.852385257,0,0,0,0.0
65,0.0,6920.0,0.318740066,11,3,0.002941138,0,0,0,0.0
86,0.0,1985.0,0.200906344,13,0,0.053925311,0,0,0,0.0
73,0.0,2694.0,0.086456401,16,1,0.030538391,0,0,0,0.0
67,0.0,1650.0,0.362810418,8,0,0.0,0,0,0,0.0
52,4.0,23000.0,0.123175984,10,3,0.062923427,0,0,0,0.0
42,1.0,5583.0,0.286174785,11,1,0.374646987,0,0,0,0.0
48,1.0,2300.0,0.614950022,8,0,0.686204699,1,2,1,0.0
63,0.0,5864.0,0.449275362,9,2,0.021894278,0,0,0,0.0
51,0.0,4333.0,0.883710198,18,2,0.52053831,0,0,0,0.0
43,2.0,8800.0,0.183047381,9,0,0.935109316,0,0,0,0.0
54,2.0,9142.0,0.048780488,6,0,0.122019044,0,0,0,0.0
49,1.0,8300.0,0.533068305,13,3,0.025083333,0,0,0,0.0
76,0.0,8339.0,0.522901679,7,1,0.068162892,0,0,0,0.0
39,3.0,7500.0,0.250099987,21,1,0.179378255,0,0,0,0.0
67,0.0,5437.0,0.26430016553246277,4,1,0.023053431,0,0,0,1.0
33,0.0,2852.0,0.596565019,6,1,0.279030147,0,0,0,0.0
42,5.0,8479.0,0.084198113,4,0,0.443007924,0,0,0,0.0
41,1.0,14300.0,0.219075589,11,1,0.230746533,0,0,0,0.0
49,3.0,5437.0,1.215927901416222,4,3,0.9999999,0,0,0,1.0
47,2.0,9300.0,0.249005483,4,2,0.01899905,0,0,0,0.0
49,5.0,12000.0,0.301224898,8,1,0.923131866,0,0,0,0.0
35,0.0,5437.0,0.3849549383851389,8,3,0.29135679,0,0,0,1.0
56,2.0,4080.0,0.37980887,10,1,0.201262362,0,0,0,0.0
45,0.0,7227.0,0.039706696,6,0,0.0,1,0,0,0.0
42,0.0,5437.0,0.22402059959536508,5,2,0.68672431,2,1,0,1.0
72,2.0,8000.0,0.293463317,21,2,0.028800094,0,0,0,0.0
68,0.0,5437.0,0.27368033842192385,6,1,0.012971862,0,0,0,1.0
68,0.0,3500.0,0.346472436,4,1,0.047050184,0,0,0,0.0
32,1.0,4297.0,0.404606794,6,2,0.0,0,0,0,0.0
59,0.0,5437.0,0.07412175832260438,3,0,0.348853205,0,0,0,1.0
51,2.0,16337.0,0.278553066,11,5,0.127557458,0,0,0,0.0
48,0.0,4380.0,0.252682036,10,0,0.749379653,0,0,1,0.0
79,0.0,5701.0,0.394949141,15,3,0.000435387,0,0,0,0.0
67,1.0,5500.0,0.058171242,10,0,0.16495512,0,0,0,0.0
43,0.0,1500.0,0.0,1,0,0.0,0,0,0,0.0
29,0.0,2833.0,0.004587156,3,0,0.02279886,0,0,0,0.0
97,0.0,5437.0,0.004598123965422108,6,0,0.055710668,0,1,0,1.0
62,2.0,7360.0,0.020377666,2,0,0.846430714,0,0,0,0.0
56,1.0,11833.0,0.092022985,4,0,0.465001628,0,0,0,0.0
41,0.0,8744.0,0.185134362,6,2,0.005899705,0,0,0,0.0
63,,5437.0,0.6336214824351665,7,3,0.141482981,0,0,0,1.0
42,1.0,5000.0,0.234553089,3,1,0.0,0,0,0,0.0
69,0.0,2400.0,0.214493961,13,0,0.129976211,0,0,0,0.0
63,0.0,8525.0,0.277386817,13,2,0.133232191,0,0,0,0.0
68,1.0,3000.0,1.386204598,14,4,0.051601285,0,0,0,0.0
38,0.0,5250.0,0.365454199,10,0,0.997194522,0,0,0,0.0
55,0.0,5437.0,0.004782048924038992,6,0,0.032877543,0,0,0,1.0
60,0.0,9660.0,0.19387227,13,2,0.025253087,0,0,0,0.0
67,1.0,12100.0,0.18205107,30,1,0.009469348,1,0,1,0.0
65,0.0,7816.0,0.406549827,5,2,0.044038304,0,0,0,0.0
39,1.0,3162.0,0.424913057,3,1,0.022459811,0,0,0,0.0
72,1.0,3537.0,0.000282646,6,0,0.001023232,0,0,0,0.0
47,0.0,15250.0,0.149563963,13,1,0.01384585,0,0,0,0.0
43,1.0,1.0,2.4702802109800093,14,2,0.124840122,0,0,0,0.0
76,0.0,5437.0,0.31819017840720987,8,1,0.071243566,0,0,0,1.0
51,0.0,8733.0,0.294595832,18,2,0.592216367,0,0,0,0.0
48,3.0,4000.0,0.442889278,6,1,0.071677133,1,0,0,0.0
46,3.0,6600.0,0.412210271,6,1,0.645229198,0,0,0,0.0
59,0.0,10250.0,0.459955126,11,1,0.131168217,0,0,0,0.0
74,0.0,5437.0,0.0038624241309545707,4,0,0.026379613,0,0,0,1.0
56,0.0,2250.0,1.07996446,13,1,0.48533755,0,0,0,0.0
63,0.0,3267.0,0.785801714,15,0,0.442765822,0,0,0,0.0
70,0.0,16000.0,0.238360102,4,2,0.141823146,2,0,0,0.0
46,2.0,8000.0,0.455568054,14,2,0.509147949,0,0,0,0.0
50,1.0,2000.0,0.323338331,6,0,0.845719252,0,0,0,0.0
37,2.0,5400.0,0.0,1,0,0.0,0,0,0,0.0
58,0.0,7833.0,0.175516977,5,0,1.0929557681400022,0,0,0,0.0
43,0.0,16666.0,0.072658547,5,1,0.0,0,0,0,0.0
64,0.0,15500.0,0.321979227,6,1,0.080489446,0,0,0,0.0
44,0.0,4400.0,0.264485344,4,0,0.203199644,0,0,0,0.0
48,1.0,2600.0,0.541330258,6,2,0.747925207,0,0,0,0.0
29,0.0,4400.0,0.001590548,4,0,0.0091951,0,0,0,0.0
54,0.0,13000.0,0.281747558,17,1,0.82371316,0,0,0,0.0
59,1.0,4500.0,0.734947789,14,3,0.014479807,0,0,0,0.0
71,1.0,6381.0,0.085396427,2,0,0.006515709,0,0,0,0.0
61,1.0,7184.0,0.668197634,11,2,0.890882736,1,0,0,0.0
40,5.0,5750.0,0.484263606,9,1,0.485889952,0,0,0,0.0
50,1.0,2052.0,0.291281052,2,1,0.9999999,0,0,3,0.0
33,4.0,8196.0,0.199829206,11,0,0.41093712,0,0,0,0.0
84,0.0,5437.0,0.0068052234688247195,2,0,0.162301638,0,0,0,1.0
68,0.0,5003.0,0.382693845,15,2,0.275592142,2,0,0,0.0
82,0.0,7500.0,0.411278496,9,2,0.283844843,0,0,0,0.0
77,0.0,4350.0,0.313491151,10,1,0.145603022,0,0,0,0.0
58,2.0,10467.0,0.348395109,15,2,0.234287139,1,1,0,0.0
53,0.0,7200.0,0.505624219,7,2,0.576185139,0,0,0,0.0
57,0.0,5437.0,0.10410152657715652,5,1,0.00706651,0,0,0,1.0
79,0.0,5437.0,0.0,4,0,0.0,0,0,0,1.0
26,0.0,2000.0,0.234382809,6,0,0.9999999,5,0,1,0.0
90,0.0,5437.0,0.07320213352951996,2,0,0.022948853,0,0,0,1.0
40,1.0,1500.0,0.239173884,8,0,0.030261831,0,0,0,0.0
57,3.0,2100.0,0.0,2,0,0.0,0,0,0,0.0
77,,5437.0,0.0016553246275519589,0,0,0.9999999,0,0,0,1.0
67,3.0,5437.0,2.1178958984734226,18,11,0.602831048,0,0,0,1.0
62,0.0,1083.0,2.4702802109800093,13,2,0.40240278,0,0,0,0.0
40,0.0,9166.0,0.366204865,9,1,0.434500268,0,0,0,0.0
52,0.0,5500.0,0.598436648,18,3,0.142030346,0,0,0,0.0
26,0.0,6400.0,0.004374317,5,0,0.03047619,0,0,0,0.0
87,0.0,4500.0,0.005554321,7,0,0.014866419,1,0,0,0.0
54,0.0,8082.0,0.014474824,1,0,0.149323378,0,0,0,0.0
69,1.0,4496.0,0.205025573,4,0,0.423687266,0,0,0,0.0
49,1.0,4000.0,0.300174956,14,1,0.04569372,0,0,0,0.0
38,2.0,7250.0,0.685698524,13,2,0.263177006,0,0,0,0.0
46,0.0,2400.0,1.074135777,9,2,0.475546937,0,0,0,0.0
77,1.0,6666.0,0.320083996,15,1,0.0,0,0,0,0.0
44,0.0,12180.0,0.254494705,7,2,0.118914461,0,0,0,0.0
62,0.0,2215.0,0.012635379,0,0,0.9999999,0,0,0,0.0
63,0.0,10196.0,0.0,5,0,0.000464792,0,0,0,0.0
49,3.0,4400.0,0.465576005,17,1,0.050083948,0,0,0,0.0
76,0.0,5417.0,0.289590255,12,1,0.014634688,0,0,0,0.0
63,1.0,6085.0,0.870522511,9,2,0.69944755,1,0,0,0.0
75,0.0,4246.0,0.034141747,8,0,0.02886065,0,0,0,0.0
33,0.0,2900.0,0.074112375,5,0,0.067406027,0,0,0,0.0
47,2.0,8780.0,0.449720988,26,3,0.212461442,0,0,0,0.0
64,0.0,17166.0,0.471602493,12,1,0.516724158,1,0,0,0.0
38,3.0,5013.0,0.212006382,8,2,0.031647192,0,0,0,0.0
47,1.0,2552.0,0.918918919,6,1,0.588176478,0,0,0,0.0
58,0.0,22547.0,0.206182367,6,2,0.0,0,0,0,0.0
39,5.0,3200.0,0.234301781,4,0,0.60990745,1,0,1,0.0
72,0.0,10700.0,0.003177273,3,0,0.018077239,0,0,0,0.0
44,1.0,4864.0,0.411921891,9,1,0.547524024,0,0,0,0.0
63,0.0,5437.0,0.09012322972227331,5,0,0.077616408,0,0,0,1.0
51,,5437.0,0.49420636380356814,7,1,0.04963715,0,0,0,1.0
33,4.0,5437.0,0.31855802832444363,12,0,0.592497263,0,0,0,1.0
53,0.0,12083.0,0.136626945,13,1,0.059631011,0,0,0,0.0
82,0.0,237.0,1.647058824,7,0,0.451686975,0,0,0,0.0
43,0.0,5437.0,0.7531727055361412,2,1,0.9999999,0,0,0,1.0
61,1.0,14115.0,0.385449136,27,2,0.30202768,0,0,0,0.0
61,0.0,1306.0,0.309869931,5,0,0.017687772,1,0,0,0.0
45,1.0,2600.0,0.008073818,8,0,0.015630095,0,0,0,0.0
92,1.0,4851.0,0.0,1,0,0.0,0,0,0,0.0
79,0.0,5178.0,0.130140954,6,1,0.9999999,0,0,0,0.0
35,2.0,5000.0,0.374525095,6,2,0.9999999,0,0,0,0.0
33,1.0,5278.0,0.104944118,2,0,0.00019996,0,0,0,0.0
70,0.0,8749.0,0.603657143,10,2,0.613947234,0,0,0,0.0
42,1.0,3917.0,0.480091884,11,1,0.717142513,0,0,0,0.0
74,0.0,2000.0,1.043978011,8,1,0.626758694,0,0,0,0.0
67,2.0,5437.0,0.15486481515541659,8,1,0.0,0,0,0,1.0
58,0.0,4300.0,0.229249012,4,0,0.0,0,0,0,0.0
49,3.0,5437.0,0.33345594997241124,5,1,0.12747012,0,0,0,1.0
59,1.0,3530.0,1.729255169,24,3,0.939232808,0,0,0,0.0
26,0.0,1785.0,0.290033595,4,0,0.972168986,1,0,0,0.0
74,0.0,1500.0,0.013990673,1,0,0.9999999,0,1,0,0.0
63,0.0,4583.0,0.007635253,7,0,0.02623575,0,0,0,0.0
78,1.0,7000.0,0.274817883,5,1,0.030499365,0,0,0,0.0
44,0.0,5000.0,0.647470506,3,1,0.030586436,0,0,0,0.0
42,2.0,6250.0,0.578307471,10,2,0.014301347,0,0,0,0.0
46,0.0,11229.0,0.45903829,11,2,0.185978815,0,0,0,0.0
61,1.0,2700.0,0.321362458,3,1,0.665858831,0,0,0,0.0
56,,5437.0,0.20581202869229354,5,1,0.028799114,0,0,0,1.0
40,0.0,3200.0,0.145579506,2,0,0.95922682,0,1,1,0.0
35,0.0,4375.0,0.502056673,7,1,0.538690886,0,0,0,0.0
56,0.0,2000.0,0.376311844,6,1,0.082964754,0,0,0,0.0
54,1.0,5437.0,0.3279382012139047,8,1,0.013133041,0,0,0,1.0
74,1.0,12916.0,0.099713556,4,1,0.139142925,0,0,0,0.0
69,0.0,4666.0,0.242768374,13,1,0.017797513,0,0,0,0.0
57,0.0,5437.0,0.5701673717123413,9,1,0.813424203,0,0,0,1.0
38,1.0,1900.0,0.296159916,3,0,0.119207845,0,0,0,0.0
33,0.0,5437.0,0.3551590950892036,13,1,0.172331931,0,0,0,1.0
52,0.0,5242.0,0.330726683,10,2,0.004287136,0,0,0,0.0
50,0.0,9700.0,0.542727554,14,1,0.444494194,0,0,0,0.0
47,2.0,3200.0,1.354889097,14,2,0.036087539,0,0,0,0.0
66,0.0,8000.0,0.749531309,15,1,0.122289591,0,0,0,0.0
47,3.0,10289.0,0.183576288,8,2,0.166944431,0,0,0,0.0
45,0.0,14000.0,0.135918863,5,1,0.140171966,0,0,0,0.0
58,0.0,7920.0,0.355763161,14,0,0.33980469,0,0,0,0.0
57,1.0,5000.0,0.266946611,5,0,0.841255174,0,0,0,0.0
68,0.0,4497.0,0.242774566,5,0,0.273894237,0,0,0,0.0
66,0.0,6750.0,1.022663309,8,3,0.0,0,0,0,0.0
61,0.0,4000.0,0.201449638,7,1,0.030386527,0,0,0,0.0
78,,5437.0,0.004965973882655877,5,0,0.029271226,0,0,0,1.0
53,0.0,7210.0,0.149355152,10,0,0.035679815,0,0,0,0.0
50,1.0,13616.0,0.288095763,9,2,0.513238488,0,0,0,0.0
93,0.0,3000.0,0.342552483,8,2,0.072309964,0,0,0,0.0
61,0.0,9000.0,0.270414398,24,0,0.204898541,0,0,0,0.0
33,0.0,5000.0,0.697660468,4,2,0.35901226,0,0,0,0.0
63,0.0,5437.0,0.019863895530623506,14,0,0.040199527,0,0,0,1.0
31,0.0,2454.0,0.218329939,6,0,0.626849753,0,0,0,0.0
45,0.0,4916.0,0.474679683,8,1,0.986027944,0,0,0,0.0
28,1.0,2228.0,0.0,0,0,0.9999999,1,0,0,0.0
58,0.0,11650.0,0.176551369,6,1,0.003457044,0,0,0,0.0
26,1.0,2575.0,0.592003106,10,0,0.794564946,0,2,0,0.0
45,1.0,9832.0,0.450116953,8,1,0.591120107,0,0,0,0.0
25,0.0,820.0,0.635809988,6,0,0.007303713,0,0,0,0.0
68,1.0,10866.0,0.448789914,10,2,0.50725458,0,0,0,0.0
48,0.0,15000.0,0.218918739,10,6,0.710276126,0,0,0,0.0
65,0.0,5437.0,0.025749494206363802,3,0,0.017302341,0,0,0,1.0
55,0.0,9360.0,0.554855251,27,2,0.951598654,0,0,0,0.0
47,0.0,9850.0,0.285250228,9,1,0.9999999,0,0,0,0.0
48,1.0,3493.0,0.153119634,8,0,0.163878671,0,0,0,0.0
60,0.0,5437.0,0.03660106676475998,7,0,0.102626107,0,0,0,1.0
69,1.0,4081.0,0.493385595,7,1,0.587769336,0,0,0,0.0
47,1.0,6499.0,1.118461538,7,3,0.81524739,0,0,0,0.0
74,0.0,10197.0,0.58246715,10,2,0.083409941,0,0,0,0.0
45,0.0,4300.0,0.29830272,5,1,0.582834331,0,0,0,0.0
73,0.0,5437.0,0.06621298510207835,6,0,0.001413296,0,0,0,1.0
59,1.0,6141.0,0.543308369,15,2,0.140523002,0,0,0,0.0
83,,5437.0,0.0009196247930844216,5,0,0.010117052,0,0,0,1.0
77,0.0,4000.0,0.003499125,3,0,0.024760595,1,0,0,0.0
47,3.0,8400.0,0.583740031,9,1,0.87152984,0,0,0,0.0
47,2.0,5437.0,0.10888357550119551,9,0,0.075825567,0,0,0,1.0
47,0.0,6249.0,0.14144,8,0,0.403697808,0,0,0,0.0
54,0.0,10556.0,0.148242872,4,1,0.9999999,0,0,0,0.0
43,5.0,11806.0,0.268654188,17,2,0.103536429,0,0,0,0.0
31,0.0,5000.0,0.406318736,7,2,0.126161843,0,0,0,0.0
58,0.0,2000.0,1.982008996,16,4,0.217053005,0,0,0,0.0
54,0.0,4033.0,0.310609817,19,2,0.151985622,0,0,0,0.0
63,0.0,3900.0,0.197385286,12,0,0.055090348,1,0,0,0.0
67,0.0,4833.0,0.307199007,9,0,0.353861163,1,0,0,0.0
54,0.0,6156.0,0.573006334,11,5,0.0212937,1,0,0,0.0
66,0.0,23000.0,0.115194861,8,2,0.100913893,0,0,0,0.0
35,2.0,3793.0,0.343437006,3,2,0.9999999,1,0,0,0.0
75,,5437.0,0.03237079271657164,7,0,0.032497292,0,0,0,1.0
66,0.0,9500.0,0.019892643,4,0,0.439446367,0,0,1,0.0
56,0.0,5437.0,0.0003678499172337686,4,0,0.00269494,0,0,0,1.0
67,0.0,5437.0,2.4702802109800093,20,5,0.072005192,0,0,0,1.0
43,1.0,4400.0,0.042944785,2,1,0.9999999,0,1,0,0.0
27,1.0,3400.0,0.152602176,4,0,0.0,0,0,0,0.0
28,0.0,764.0,0.569934641,7,0,0.008199453,0,0,0,0.0
95,0.0,5437.0,0.0,2,0,0.0,0,1,0,1.0
73,0.0,5000.0,0.114977005,4,0,0.094477859,0,0,0,0.0
72,1.0,1991.0,0.450803213,9,2,0.014792777,0,1,0,0.0
58,1.0,7291.0,0.299780581,8,2,0.016444112,0,0,0,0.0
69,0.0,1800.0,0.0,0,0,0.9999999,0,0,0,0.0
48,0.0,3650.0,1.281566694,20,4,0.050389389,2,0,0,0.0
83,1.0,5400.0,0.079429735,19,1,0.019797489,0,0,0,0.0
52,1.0,2717.0,0.486754967,10,1,0.431540269,0,0,0,0.0
51,1.0,5437.0,0.1313224204524554,2,0,0.908990011,4,0,1,1.0
38,0.0,8400.0,0.407927628,19,3,0.835227705,0,1,0,0.0
86,0.0,5437.0,0.0033106492551039177,8,0,0.007884514,0,0,0,1.0
38,3.0,3390.0,0.355647302,7,1,0.005945143,0,0,0,0.0
69,0.0,5437.0,0.9080375206915579,6,1,0.000624984,0,0,0,1.0
73,4.0,5908.0,0.101709257,8,0,0.186066068,0,0,0,0.0
57,3.0,3350.0,0.466129514,12,2,0.126467303,1,0,0,0.0
72,0.0,8166.0,0.237173993,9,2,0.010094597,1,0,0,0.0
50,0.0,5459.0,0.358424908,8,1,0.500662906,0,1,0,0.0
51,0.0,1906.0,0.232826429,2,0,0.508332222,0,0,0,0.0
55,0.0,6439.0,0.326552795,10,1,0.0,0,0,0,0.0
57,0.0,5437.0,0.41750965606032736,5,1,0.105212225,0,0,0,1.0
52,2.0,23000.0,0.264944052,8,2,0.733339105,0,0,0,0.0
35,0.0,3550.0,0.106167277,6,0,0.146463405,0,0,0,0.0
50,0.0,6000.0,0.119313448,11,1,0.176362258,0,0,0,0.0
36,1.0,18016.0,0.279846811,11,2,0.146244854,0,0,0,0.0
47,3.0,5437.0,0.3459628471583594,8,1,0.239790408,0,0,0,1.0
84,0.0,10500.0,0.034663365,9,0,0.018530671,1,0,0,0.0
71,0.0,2400.0,0.549770929,11,1,0.358718457,0,0,0,0.0
86,,5437.0,0.0,0,0,0.9999999,0,0,0,1.0
61,,5437.0,0.2026853043958065,6,1,0.036631719,0,0,0,1.0
48,1.0,7000.0,0.347664619,14,2,0.151843323,0,0,0,0.0
87,,5437.0,0.01839249586168843,0,0,0.9999999,0,0,0,1.0
57,1.0,10000.0,0.245875412,10,3,0.260828377,0,0,0,0.0
51,1.0,15000.0,0.000333311,2,0,0.383233533,0,0,0,0.0
53,0.0,14041.0,0.218772255,9,1,0.311286641,0,0,0,0.0
52,1.0,5200.0,0.52278408,10,3,0.850541236,0,0,0,0.0
38,1.0,6840.0,0.270720655,10,1,0.062503378,0,0,0,0.0
62,1.0,5016.0,0.040462428,5,0,0.0,0,0,0,0.0
75,,5437.0,0.13021887070075408,9,2,0.002179088,0,0,0,1.0
54,0.0,3000.0,1.364878374,12,2,0.093257222,0,0,0,0.0
58,0.0,4800.0,0.441991252,21,1,0.033751304,0,0,0,0.0
40,0.0,6000.0,0.006498917,11,0,0.016828149,0,0,0,0.0
49,2.0,23000.0,0.516639269,17,4,0.090007811,0,0,0,0.0
46,3.0,7827.0,0.310551865,17,2,0.072431428,0,0,0,0.0
64,0.0,3790.0,0.004748088,12,0,0.012561218,0,0,0,0.0
64,0.0,804.0,0.403726708,2,0,0.9999999,0,0,0,0.0
77,0.0,10500.0,0.006570803,8,0,0.046021728,0,0,0,0.0
61,1.0,4700.0,0.142097426,6,1,0.043611027,0,0,0,0.0
56,0.0,7500.0,0.558592188,17,2,0.150562228,0,0,0,0.0
39,0.0,12600.0,0.263153718,6,2,0.0,0,0,0,0.0
35,0.0,4572.0,0.597200962,7,1,0.714914034,1,0,0,0.0
47,2.0,9750.0,0.243257102,8,1,0.057642256,0,0,0,0.0
49,3.0,18333.0,0.524708192,14,3,0.365102784,0,0,0,0.0
73,0.0,5437.0,0.3950708111090675,9,2,0.010257556,0,0,0,1.0
74,,5437.0,0.017288946109987127,4,0,0.087442015,0,0,0,1.0
47,2.0,3000.0,0.001666111,3,0,0.9999999,2,0,0,0.0
61,0.0,9000.0,0.307854683,8,1,0.454723102,0,0,0,0.0
86,0.0,6000.0,0.287952008,16,0,0.498038187,0,0,0,0.0
77,0.0,6250.0,0.003679411,5,0,0.003638696,0,0,0,0.0
61,0.0,4500.0,0.603421462,12,2,0.40005735,0,0,0,0.0
64,0.0,3000.0,0.509830057,13,1,0.229683785,0,0,0,0.0
66,0.0,5437.0,0.014346146772116977,7,0,0.054827005,0,0,0,1.0
53,1.0,8000.0,0.240469941,8,1,0.275302678,0,0,0,0.0
36,1.0,6583.0,0.364064399,4,2,0.048384867,0,0,0,0.0
48,2.0,6250.0,0.484402496,11,2,0.0,0,0,0,0.0
68,0.0,8276.0,0.560710402,18,1,0.457318613,4,0,1,0.0
72,0.0,10799.0,0.193518519,12,1,0.040877968,0,0,0,0.0
76,0.0,5437.0,0.11090675004598124,6,1,0.000709662,0,0,0,1.0
46,0.0,4583.0,0.180191972,5,0,0.260168496,0,0,0,0.0
35,2.0,5000.0,0.143971206,2,0,0.9999999,1,0,0,0.0
55,3.0,10833.0,0.502584456,20,3,0.270912017,0,0,0,0.0
65,0.0,6250.0,0.227803551,11,1,0.000195226,0,0,0,0.0
65,1.0,4795.0,0.168473728,8,2,0.00644197,0,0,0,0.0
35,2.0,6620.0,0.301465035,10,2,0.963433795,0,0,0,0.0
34,2.0,4600.0,0.328406868,9,1,0.983803239,2,0,0,0.0
38,1.0,10866.0,0.269715653,11,2,0.199572443,3,0,1,0.0
29,3.0,12500.0,0.0199984,5,0,0.9999999,1,0,1,0.0
52,,5437.0,0.1664520875482803,6,1,0.023162281,0,0,0,1.0
82,0.0,10344.0,0.119478009,8,0,0.411552093,0,0,0,0.0
60,2.0,4000.0,0.522619345,13,1,0.10288446,0,0,0,0.0
62,0.0,11479.0,0.236585366,5,1,0.05841747,0,0,0,0.0
92,0.0,5437.0,0.000551774875850653,2,0,0.006612548,0,0,0,1.0
48,1.0,4500.0,0.215063319,2,0,0.559248025,0,0,0,0.0
62,0.0,10500.0,0.03713932,14,0,0.117380663,0,0,0,0.0
34,0.0,1200.0,0.283097419,8,0,0.265166758,0,0,0,0.0
39,2.0,4000.0,0.647088228,10,1,0.885013697,0,0,0,0.0
30,0.0,5437.0,0.48832076512782785,2,1,0.0,0,0,0,1.0
35,0.0,5437.0,0.10299797682545521,1,0,0.9999999,0,2,2,1.0
54,0.0,5437.0,0.6102630126908222,15,2,0.636017333,0,0,0,1.0
81,0.0,5437.0,0.0031267242964870333,4,0,0.0,0,0,0,1.0
34,0.0,9240.0,0.071420842,5,0,0.099190081,0,0,0,0.0
47,0.0,7600.0,0.182344428,4,1,0.131751356,0,0,0,0.0
33,0.0,6000.0,0.711881353,11,2,0.680933162,0,0,0,0.0
45,1.0,8000.0,0.056992876,6,0,0.050398167,0,0,0,0.0
87,0.0,5437.0,0.001103549751701306,5,0,0.005729017,0,0,0,1.0
60,1.0,5437.0,0.7049843663785176,5,2,0.052303669,0,0,0,1.0
22,0.0,400.0,0.08478803,2,0,0.635202665,0,0,0,0.0
57,0.0,5250.0,0.914111598,25,2,0.668573703,5,0,0,0.0
55,1.0,9000.0,0.520831019,21,1,0.421288423,0,0,0,0.0
77,0.0,8144.0,0.008225905,4,0,0.059340544,0,0,0,0.0
47,,5437.0,0.005701673717123414,3,0,0.048137296,0,0,0,1.0
39,1.0,2841.0,0.845883181,13,1,0.082426733,0,0,0,0.0
82,0.0,5437.0,0.0,5,0,0.0,0,0,0,1.0
54,0.0,5437.0,0.4550303476181718,6,1,0.110370401,0,0,0,1.0
26,0.0,3000.0,0.067310896,6,0,1.01754386,0,0,0,0.0
45,4.0,20000.0,0.15339233,12,2,0.0,0,0,0,0.0
44,4.0,10000.0,0.549645035,11,3,0.03904081,0,0,0,0.0
37,0.0,10500.0,0.113322541,6,0,0.729333484,0,0,0,0.0
40,2.0,7083.0,0.537267081,15,2,0.417430642,1,0,0,0.0
64,,5437.0,0.4885046900864447,18,1,0.146798093,0,1,0,1.0
59,2.0,5437.0,0.9455582122494023,12,2,0.164664144,0,0,0,1.0
72,1.0,5200.0,0.09113632,11,0,0.051392253,0,0,0,0.0
74,1.0,6000.0,0.166138977,3,0,0.583635409,1,0,0,0.0
47,1.0,9438.0,0.425574743,15,3,0.222878935,0,0,0,0.0
52,0.0,2933.0,0.004430811,1,0,0.9999999,0,0,0,0.0
57,1.0,5571.0,0.139985642,13,0,0.051819055,0,0,0,0.0
